ID,Name,InChI,InChIKey,SMILES,Solubility
D-706,p-nitrobenzoic acid,"InChI=1S/C7H5NO4/c9-7(10)5-1-3-6(4-2-5)8(11)12/h1-4H,(H,9,10)",OTLNPYWUJOZPPA-UHFFFAOYSA-N,OC(=O)c1ccc(cc1)[N+]([O-])=O,-2.922
D-707,p-aminosalicylic acid,"InChI=1S/C7H7NO3/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,9H,8H2,(H,10,11)",WUBBRNOQWQTFEX-UHFFFAOYSA-N,Nc1ccc(C(O)=O)c(O)c1,-1.957
D-708,benzoic acid,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",WPYMKLBDIGXBTP-UHFFFAOYSA-N,OC(=O)c1ccccc1,-1.655
D-709,salicylic acid,"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)",YGSDEFSMJLZEOE-UHFFFAOYSA-N,OC(=O)c1ccccc1O,-1.79
D-710,4-chlorobenzoic acid,"InChI=1S/C7H5ClO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H,9,10)",XRHGYUZYPHTUJZ-UHFFFAOYSA-N,OC(=O)c1ccc(Cl)cc1,-3.337
D-711,1-napthoic acid,"InChI=1S/C11H8O2/c12-11(13)10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,(H,12,13)",LNETULKMXZVUST-UHFFFAOYSA-N,OC(=O)c1cccc2ccccc12,-3.302
D-712,thiophene-3-carboxylic acid,"InChI=1S/C5H4O2S/c6-5(7)4-1-2-8-3-4/h1-3H,(H,6,7)",YNVOMSDITJMNET-UHFFFAOYSA-N,OC(=O)c1cscc1,-1.474
D-713,2-furoic acid,"InChI=1S/C5H4O3/c6-5(7)4-2-1-3-8-4/h1-3H,(H,6,7)",SMNDYUVBFMFKNZ-UHFFFAOYSA-N,OC(=O)c1occc1,-0.48
D-714,2-iodobenzoic acid,"InChI=1S/C7H5IO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H,9,10)",CJNZAXGUTKBIHP-UHFFFAOYSA-N,OC(=O)c1ccccc1I,-2.731
D-715,o-phthalic acid,"InChI=1S/C8H6O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)(H,11,12)",XNGIFLGASWRNHJ-UHFFFAOYSA-N,OC(=O)c1ccccc1C(O)=O,-1.375
D-716,2-naphthoic acid,"InChI=1S/C11H8O2/c12-11(13)10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,(H,12,13)",UOBYKYZJUGYBDK-UHFFFAOYSA-N,OC(=O)c1ccc2ccccc2c1,-3.564
D-717,"benzoic acid, 4-(tert-butyl)-","InChI=1S/C11H14O2/c1-11(2,3)9-6-4-8(5-7-9)10(12)13/h4-7H,1-3H3,(H,12,13)",KDVYCTOWXSLNNI-UHFFFAOYSA-N,CC(C)(C)c1ccc(cc1)C(O)=O,-3.804
D-718,m-toluic acid,"InChI=1S/C8H8O2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3,(H,9,10)",GPSDUZXPYCFOSQ-UHFFFAOYSA-N,Cc1cccc(c1)C(O)=O,-2.143
D-719,3-aminobenzoic acid,"InChI=1S/C7H7NO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,8H2,(H,9,10)",XFDUHJPVQKIXHO-UHFFFAOYSA-N,Nc1cccc(c1)C(O)=O,-1.366
D-720,m-hydroxybenzoic acid,"InChI=1S/C7H6O3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H,(H,9,10)",IJFXRHURBJZNAO-UHFFFAOYSA-N,OC(=O)c1cccc(O)c1,-1.28
D-721,"3,5-dinitrobenzoic acid","InChI=1S/C7H4N2O6/c10-7(11)4-1-5(8(12)13)3-6(2-4)9(14)15/h1-3H,(H,10,11)",VYWYYJYRVSBHJQ-UHFFFAOYSA-N,OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,-2.196
D-722,"3,4-dihydroxybenzoic acid","InChI=1S/C7H6O4/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3,8-9H,(H,10,11)",YQUVCSBJEUQKSH-UHFFFAOYSA-N,OC(=O)c1ccc(O)c(O)c1,-0.928
D-723,p-toluic acid,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)",LPNBBFKOUUSUDB-UHFFFAOYSA-N,Cc1ccc(cc1)C(O)=O,-2.603
D-724,p-hydroxybenzoic acid,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)",FJKROLUGYXJWQN-UHFFFAOYSA-N,OC(=O)c1ccc(O)cc1,-1.441
D-725,p-methoxybenzoic acid,"InChI=1S/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)",ZEYHEAKUIGZSGI-UHFFFAOYSA-N,COc1ccc(cc1)C(O)=O,-2.458
D-726,o-toluic acid,"InChI=1S/C8H8O2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3,(H,9,10)",ZWLPBLYKEWSWPD-UHFFFAOYSA-N,Cc1ccccc1C(O)=O,-2.062
D-727,2-chlorobenzoic acid,"InChI=1S/C7H5ClO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H,9,10)",IKCLCGXPQILATA-UHFFFAOYSA-N,OC(=O)c1ccccc1Cl,-1.875
D-728,2-aminobenzoic acid,"InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)",RWZYAGGXGHYGMB-UHFFFAOYSA-N,Nc1ccccc1C(O)=O,-1.593
D-729,4-hydroxy-3-methoxybenzoic acid,"InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)",WKOLLVMJNQIZCI-UHFFFAOYSA-N,COc1cc(ccc1O)C(O)=O,-2.05
D-730,isophthalic acid,"InChI=1S/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)",QQVIHTHCMHWDBS-UHFFFAOYSA-N,OC(=O)c1cccc(c1)C(O)=O,-3.22
D-731,m-nitrobenzoic acid,"InChI=1S/C7H5NO4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)",AFPHTEQTJZKQAQ-UHFFFAOYSA-N,OC(=O)c1cccc(c1)[N+]([O-])=O,-1.669
D-732,"3-amino-2,5-dichlorobenzoic acid","InChI=1S/C7H5Cl2NO2/c8-3-1-4(7(11)12)6(9)5(10)2-3/h1-2H,10H2,(H,11,12)",HSSBORCLYSCBJR-UHFFFAOYSA-N,Nc1cc(Cl)cc(C(O)=O)c1Cl,-2.469
D-733,"3,4,5-trihydroxybenzoic acid","InChI=1S/C7H6O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1-2,8-10H,(H,11,12)",LNTHITQWFMADLM-UHFFFAOYSA-N,OC(=O)c1cc(O)c(O)c(O)c1,-1.155
D-734,4-aminobenzoic acid,"InChI=1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H,9,10)",ALYNCZNDIQEVRV-UHFFFAOYSA-N,Nc1ccc(cc1)C(O)=O,-1.351
D-735,"2,6-dihydroxybenzoic acid","InChI=1S/C7H6O4/c8-4-2-1-3-5(9)6(4)7(10)11/h1-3,8-9H,(H,10,11)",AKEUNCKRJATALU-UHFFFAOYSA-N,OC(=O)c1c(O)cccc1O,-1.207
D-736,2-fluorobenzoic acid,"InChI=1S/C7H5FO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H,9,10)",NSTREUWFTAOOKS-UHFFFAOYSA-N,OC(=O)c1ccccc1F,-1.289
D-737,m-fluorobenzoic acid,"InChI=1S/C7H5FO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,(H,9,10)",MXNBDFWNYRNIBH-UHFFFAOYSA-N,OC(=O)c1cccc(F)c1,-1.97
D-738,p-fluorobenzoic acid,"InChI=1S/C7H5FO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H,9,10)",BBYDXOIZLAWGSL-UHFFFAOYSA-N,OC(=O)c1ccc(F)cc1,-2.067
D-739,diphenic acid,"InChI=1S/C14H10O4/c15-13(16)11-7-3-1-5-9(11)10-6-2-4-8-12(10)14(17)18/h1-8H,(H,15,16)(H,17,18)",GWZCCUDJHOGOSO-UHFFFAOYSA-N,OC(=O)c1ccccc1c2ccccc2C(O)=O,-2.284
D-740,"2,5-dihydroxybenzoic acid","InChI=1S/C7H6O4/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,8-9H,(H,10,11)",WXTMDXOMEHJXQO-UHFFFAOYSA-N,OC(=O)c1cc(O)ccc1O,-1.489
D-741,m-chlorobenzoic acid,"InChI=1S/C7H5ClO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,(H,9,10)",LULAYUGMBFYYEX-UHFFFAOYSA-N,OC(=O)c1cccc(Cl)c1,-2.541
D-742,cumic acid,"InChI=1S/C10H12O2/c1-7(2)8-3-5-9(6-4-8)10(11)12/h3-7H,1-2H3,(H,11,12)",CKMXAIVXVKGGFM-UHFFFAOYSA-N,CC(C)c1ccc(cc1)C(O)=O,-3.036
D-743,2-nitrobenzoic acid,"InChI=1S/C7H5NO4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)",SLAMLWHELXOEJZ-UHFFFAOYSA-N,OC(=O)c1ccccc1[N+]([O-])=O,-1.328
D-744,o-methoxybenzoic acid,"InChI=1S/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)",ILUJQPXNXACGAN-UHFFFAOYSA-N,COc1ccccc1C(O)=O,-1.483
D-745,m-bromobenzoic acid,"InChI=1S/C7H5BrO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,(H,9,10)",VOIZNVUXCQLQHS-UHFFFAOYSA-N,OC(=O)c1cccc(Br)c1,-2.699
D-746,p-bromobenzoic acid,"InChI=1S/C7H5BrO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H,9,10)",TUXYZHVUPGXXQG-UHFFFAOYSA-N,OC(=O)c1ccc(Br)cc1,-3.525
D-747,3-nitrophthalic acid,"InChI=1S/C8H5NO6/c10-7(11)4-2-1-3-5(9(14)15)6(4)8(12)13/h1-3H,(H,10,11)(H,12,13)",KFIRODWJCYBBHY-UHFFFAOYSA-N,OC(=O)c1cccc(c1C(O)=O)[N+]([O-])=O,-1.021
D-748,3-iodobenzoic acid,"InChI=1S/C7H5IO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,(H,9,10)",KVBWBCRPWVKFQT-UHFFFAOYSA-N,OC(=O)c1cccc(I)c1,-3.271
D-749,4-iodobenzoic acid,"InChI=1S/C7H5IO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H,9,10)",GHICCUXQJBDNRN-UHFFFAOYSA-N,OC(=O)c1ccc(I)cc1,-3.963
D-750,4-dimethylaminobenzoic acid,"InChI=1S/C9H11NO2/c1-10(2)8-5-3-7(4-6-8)9(11)12/h3-6H,1-2H3,(H,11,12)",YDIYEOMDOWUDTJ-UHFFFAOYSA-N,CN(C)c1ccc(cc1)C(O)=O,-3.398
D-751,anthracene-9-carboxylic acid,"InChI=1S/C15H10O2/c16-15(17)14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-9H,(H,16,17)",XGWFJBFNAQHLEF-UHFFFAOYSA-N,OC(=O)c1c2ccccc2cc3ccccc13,-3.417
D-752,2-phenylethanol,"InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2",WRMNZCZEMHIOCP-UHFFFAOYSA-N,OCCc1ccccc1,-0.741
D-753,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,1.337
D-754,methanol,"InChI=1S/CH4O/c1-2/h2H,1H3",OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,1.494
D-755,isopropanol,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,1.221
D-756,1-propanol,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",BDERNNFJNOPAEC-UHFFFAOYSA-N,CCCO,1.221
D-757,1-butanol,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,-0.069
D-758,1-pentanol,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO,-0.603
D-759,t-butanol,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",DKGAVHZHDRPRBM-UHFFFAOYSA-N,CC(C)(C)O,1.13
D-760,"2,2-dimethyl-1-propanol","InChI=1S/C5H12O/c1-5(2,3)4-6/h6H,4H2,1-3H3",KPSSIOMAKSHJJG-UHFFFAOYSA-N,CC(C)(C)CO,-0.401
D-761,2-methyl-2-butanol,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",MSXVEPNJUHWQHW-UHFFFAOYSA-N,CCC(C)(C)O,0.096
D-762,isobutyl alcohol,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,CC(C)CO,0.059
D-763,2-butanol,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",BTANRVKWQNVYAZ-UHFFFAOYSA-N,CCC(C)O,0.388
D-764,o-hydroxybenzyl alcohol,"InChI=1S/C7H8O2/c8-5-6-3-1-2-4-7(6)9/h1-4,8-9H,5H2",CQRYARSYNCAZFO-UHFFFAOYSA-N,OCc1ccccc1O,-0.295
D-765,benzhydrol,"InChI=1S/C13H12O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10,13-14H",QILSFLSDHQAZET-UHFFFAOYSA-N,OC(c1ccccc1)c2ccccc2,-2.549
D-766,benzyl alcohol,"InChI=1S/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2",WVDDGKGOMKODPV-UHFFFAOYSA-N,OCc1ccccc1,-0.432
D-767,allyl alcohol,"InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2",XXROGKLTLUQVRX-UHFFFAOYSA-N,OCC=C,1.236
D-768,propargylic alcohol,"InChI=1S/C3H4O/c1-2-3-4/h1,4H,3H2",TVDSBUOJIPERQY-UHFFFAOYSA-N,OCC#C,1.251
D-769,cyclohexanol,"InChI=1S/C6H12O/c7-6-4-2-1-3-5-6/h6-7H,1-5H2",HPXRVTGHNJAIIH-UHFFFAOYSA-N,OC1CCCCC1,-0.377
D-770,1-hexanol,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",ZSIAUFGUXNUGDI-UHFFFAOYSA-N,CCCCCCO,-1.239
D-771,1-heptanol,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",BBMCTIGTTCKYKF-UHFFFAOYSA-N,CCCCCCCO,-1.842
D-772,1-octanol,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,-2.382
D-773,1-decanol,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",MWKFXSUHUHTGQN-UHFFFAOYSA-N,CCCCCCCCCCO,-3.631
D-774,dodecanol,"InChI=1S/C12H26O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h13H,2-12H2,1H3",LQZZUXJYWNFBMV-UHFFFAOYSA-N,CCCCCCCCCCCCO,-4.668
D-775,2-methyl-3-butyn-2-ol,"InChI=1S/C5H8O/c1-4-5(2,3)6/h1,6H,2-3H3",CEBKHWWANWSNTI-UHFFFAOYSA-N,CC(C)(O)C#C,1.075
D-776,3-phenylpropanol,"InChI=1S/C9H12O/c10-8-4-7-9-5-2-1-3-6-9/h1-3,5-6,10H,4,7-8H2",VAJVDSVGBWFCLW-UHFFFAOYSA-N,OCCCc1ccccc1,-1.38
D-777,2-phenoxyethanol,"InChI=1S/C8H10O2/c9-6-7-10-8-4-2-1-3-5-8/h1-5,9H,6-7H2",QCDWFXQBSFUVSP-UHFFFAOYSA-N,OCCOc1ccccc1,-0.714
D-778,isopentanol,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",PHTQWCKDNZKARW-UHFFFAOYSA-N,CC(C)CCO,-0.519
D-779,2-octanol,"InChI=1S/C8H18O/c1-3-4-5-6-7-8(2)9/h8-9H,3-7H2,1-2H3",SJWFXCIHNDVPSH-UHFFFAOYSA-N,CCCCCCC(C)O,-2.065
D-780,2-methyl-1-butanol,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3",QPRQEDXDYOZYLA-UHFFFAOYSA-N,CCC(C)CO,-0.472
D-781,1-nonanol,"InChI=1S/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3",ZWRUINPWMLAQRD-UHFFFAOYSA-N,CCCCCCCCCO,-3.013
D-782,2-fluoroethanol,"InChI=1S/C2H5FO/c3-1-2-4/h4H,1-2H2",GGDYAKVUZMZKRV-UHFFFAOYSA-N,OCCF,1.193
D-783,"3,3-dimethyl-2-butanol","InChI=1S/C6H14O/c1-5(7)6(2,3)4/h5,7H,1-4H3",DFOXKPDFWGNLJU-UHFFFAOYSA-N,CC(O)C(C)(C)C,-0.624
D-784,2-heptanol,"InChI=1S/C7H16O/c1-3-4-5-6-7(2)8/h7-8H,3-6H2,1-2H3",CETWDUZRCINIHU-UHFFFAOYSA-N,CCCCCC(C)O,-1.551
D-785,3-pentanol,"InChI=1S/C5H12O/c1-3-5(6)4-2/h5-6H,3-4H2,1-2H3",AQIXEPGDORPWBJ-UHFFFAOYSA-N,CCC(O)CC,-0.233
D-786,p-methyl benzyl alcohol,"InChI=1S/C8H10O/c1-7-2-4-8(6-9)5-3-7/h2-5,9H,6H2,1H3",KMTDMTZBNYGUNX-UHFFFAOYSA-N,Cc1ccc(CO)cc1,-1.2
D-787,4-heptanol,"InChI=1S/C7H16O/c1-3-5-7(8)6-4-2/h7-8H,3-6H2,1-2H3",YVBCULSIZWMTFY-UHFFFAOYSA-N,CCCC(O)CCC,-1.393
D-788,3-heptanol,"InChI=1S/C7H16O/c1-3-5-6-7(8)4-2/h7-8H,3-6H2,1-2H3",RZKSECIXORKHQS-UHFFFAOYSA-N,CCCCC(O)CC,-1.463
D-789,4-methylcyclohexanol,"InChI=1S/C7H14O/c1-6-2-4-7(8)5-3-6/h6-8H,2-5H2,1H3",MQWCXKGKQLNYQG-UHFFFAOYSA-N,CC1CCC(O)CC1,-0.882
D-790,3-methyl-2-butanol,"InChI=1S/C5H12O/c1-4(2)5(3)6/h4-6H,1-3H3",MXLMTQWGSQIYOW-UHFFFAOYSA-N,CC(C)C(C)O,-0.197
D-791,3-hexanol,"InChI=1S/C6H14O/c1-3-5-6(7)4-2/h6-7H,3-5H2,1-2H3",ZOCHHNOQQHDWHG-UHFFFAOYSA-N,CCCC(O)CC,-0.803
D-792,2-nitroethanol,"InChI=1S/C2H5NO3/c4-2-1-3(5)6/h4H,1-2H2",KIPMDPDAFINLIV-UHFFFAOYSA-N,OCC[N+]([O-])=O,1.041
D-793,2-hexanol,"InChI=1S/C6H14O/c1-3-4-5-6(2)7/h6-7H,3-5H2,1-2H3",QNVRIHYSUZMSGM-UHFFFAOYSA-N,CCCCC(C)O,-0.873
D-794,2-pentanol,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",JYVLIDXNZAXMDK-UHFFFAOYSA-N,CCCC(C)O,-0.296
D-795,"2,6-dichlorobenzyl alcohol","InChI=1S/C7H6Cl2O/c8-6-2-1-3-7(9)5(6)4-10/h1-3,10H,4H2",WKKHCCZLKYKUDN-UHFFFAOYSA-N,OCc1c(Cl)cccc1Cl,-2.102
D-796,formaldehyde,InChI=1S/CH2O/c1-2/h1H2,WSFSSNUMVMOOMR-UHFFFAOYSA-N,C=O,1.121
D-797,hexanal,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",JARKCYVAAOWBJS-UHFFFAOYSA-N,CCCCCC=O,-1.249
D-798,acetaldehyde,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",IKHGUXGNUITLKF-UHFFFAOYSA-N,CC=O,1.356
D-799,trichloroacetaldehyde,"InChI=1S/C2HCl3O/c3-2(4,5)1-6/h1H",HFFLGKNGCAIQMO-UHFFFAOYSA-N,ClC(Cl)(Cl)C=O,-0.691
D-800,fufural,InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,HYBBIBNJHNGZAN-UHFFFAOYSA-N,O=Cc1occc1,-0.096
D-801,m-nitrobenzaldehyde,InChI=1S/C7H5NO3/c9-5-6-2-1-3-7(4-6)8(10)11/h1-5H,ZETIVVHRRQLWFW-UHFFFAOYSA-N,[O-][N+](=O)c1cccc(C=O)c1,-1.967
D-802,benzaldehyde,InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,HUMNYLRZRPPJDN-UHFFFAOYSA-N,O=Cc1ccccc1,-1.208
D-803,3-hydroxybenzaldehyde,"InChI=1S/C7H6O2/c8-5-6-2-1-3-7(9)4-6/h1-5,9H",IAVREABSGIHHMO-UHFFFAOYSA-N,Oc1cccc(C=O)c1,-0.647
D-804,3-phenyl-2-propenal,InChI=1S/C9H8O/c10-8-4-7-9-5-2-1-3-6-9/h1-8H/b7-4+,KJPRLNWUNMBNBZ-QPJJXVBHSA-N,O=C/C=C/c1ccccc1,-1.969
D-805,acrolein,"InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2",HGINCPLSRVDWNT-UHFFFAOYSA-N,C=CC=O,0.578
D-806,piperonal,"InChI=1S/C8H6O3/c9-4-6-1-2-7-8(3-6)11-5-10-7/h1-4H,5H2",SATCULPHIDQDRE-UHFFFAOYSA-N,O=Cc1ccc2OCOc2c1,-1.632
D-807,propionaldehyde,"InChI=1S/C3H6O/c1-2-3-4/h3H,2H2,1H3",NBBJYMSMWIIQGU-UHFFFAOYSA-N,CCC=O,0.722
D-808,butyraldehyde,"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3",ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,CCCC=O,-0.007
D-809,o-nitrobenzaldehyde,InChI=1S/C7H5NO3/c9-5-6-3-1-2-4-7(6)8(10)11/h1-5H,CMWKITSNTDAEDT-UHFFFAOYSA-N,[O-][N+](=O)c1ccccc1C=O,-1.814
D-810,p-nitrobenzaldehyde,InChI=1S/C7H5NO3/c9-5-6-1-3-7(4-2-6)8(10)11/h1-5H,BXRFQSNOROATLV-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(C=O)cc1,-1.81
D-811,methyl acetate,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,KXKVLQRXCPHEJC-UHFFFAOYSA-N,COC(C)=O,0.516
D-812,methyl methacrylate,"InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3",VVQNEPGJFQJSBK-UHFFFAOYSA-N,COC(=O)C(C)=C,-0.824
D-813,diethyl phthalate,"InChI=1S/C12H14O4/c1-3-15-11(13)9-7-5-6-8-10(9)12(14)16-4-2/h5-8H,3-4H2,1-2H3",FLKPEMZONWLCSK-UHFFFAOYSA-N,CCOC(=O)c1ccccc1C(=O)OCC,-2.313
D-814,di-isobutylphthalate,"InChI=1S/C16H22O4/c1-11(2)9-19-15(17)13-7-5-6-8-14(13)16(18)20-10-12(3)4/h5-8,11-12H,9-10H2,1-4H3",MGWAVDBGNNKXQV-UHFFFAOYSA-N,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,-4.652
D-815,dibutyl phthalate,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",DOIRQSBPFJWKBE-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.395
D-816,butyl benzyl phthalate,"InChI=1S/C19H20O4/c1-2-3-13-22-18(20)16-11-7-8-12-17(16)19(21)23-14-15-9-5-4-6-10-15/h4-12H,2-3,13-14H2,1H3",IRIAEXORFWYRCZ-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1C(=O)OCc2ccccc2,-5.065
D-817,"benzoic acid, methyl ester","InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3",QPJVMBTYPHYUOC-UHFFFAOYSA-N,COC(=O)c1ccccc1,-1.812
D-818,"nicotinic acid, methyl ester","InChI=1S/C7H7NO2/c1-10-7(9)6-3-2-4-8-5-6/h2-5H,1H3",YNBADRVTZLEFNH-UHFFFAOYSA-N,COC(=O)c1cccnc1,-0.46
D-819,ethyl benzoate,"InChI=1S/C9H10O2/c1-2-11-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3",MTZQAGJQAFMTAQ-UHFFFAOYSA-N,CCOC(=O)c1ccccc1,-2.319
D-820,"p-aminobenzoic acid, ethyl ester","InChI=1S/C9H11NO2/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3",BLFLLBZGZJTVJG-UHFFFAOYSA-N,CCOC(=O)c1ccc(N)cc1,-2.101
D-821,propyl-p-aminobenzoate,"InChI=1S/C10H13NO2/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6H,2,7,11H2,1H3",NBFQYHKHPBMJJV-UHFFFAOYSA-N,CCCOC(=O)c1ccc(N)cc1,-2.328
D-822,p-hydroxy propyl benzoate,"InChI=1S/C10H12O3/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6,11H,2,7H2,1H3",QELSKZZBTMNZEB-UHFFFAOYSA-N,CCCOC(=O)c1ccc(O)cc1,-2.557
D-823,p-hydroxy butyl benzoate,"InChI=1S/C11H14O3/c1-2-3-8-14-11(13)9-4-6-10(12)7-5-9/h4-7,12H,2-3,8H2,1H3",QFOHBWFCKVYLES-UHFFFAOYSA-N,CCCCOC(=O)c1ccc(O)cc1,-2.972
D-824,methyl acrylate,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",BAPJBEWLBFYGME-UHFFFAOYSA-N,COC(=O)C=C,-0.241
D-825,gamma-butyrolactone,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,YEJRWHAVMIAJKC-UHFFFAOYSA-N,O=C1CCCO1,1.065
D-826,ethyl methacrylate,"InChI=1S/C6H10O2/c1-4-8-6(7)5(2)3/h2,4H2,1,3H3",SUPCQIBBMFXVTL-UHFFFAOYSA-N,CCOC(=O)C(C)=C,-1.325
D-827,"methacrylic acid, i-butyl","InChI=1S/C8H14O2/c1-6(2)5-10-8(9)7(3)4/h6H,3,5H2,1-2,4H3",RUMACXVDVNRZJZ-UHFFFAOYSA-N,CC(C)COC(=O)C(C)=C,-2.039
D-828,"methacrylic acid, n-butyl","InChI=1S/C8H14O2/c1-4-5-6-10-8(9)7(2)3/h2,4-6H2,1,3H3",SOGAXMICEFXMKE-UHFFFAOYSA-N,CCCCOC(=O)C(C)=C,-2.25
